max_bins,interactions,greedy_ratio,smoothing_rounds,min_samples_leaf,max_leaves,outer_bags,learning_rate,random_state,threshold,train_precision,train_recall,train_fbeta,train_auc,test_precision,test_recall,test_fbeta,test_auc,train_time_sec
1024,20,0.0,0,2,3,8,0.01,42,0.8,0.9560444671845202,0.8322468315989796,0.9217660380743099,0.9059816750695299,0.9239570917759237,0.814884894355093,0.8940403079318399,0.8895918291370637,74.22750663757324
1024,20,0.0,0,2,4,8,0.01,42,0.3,0.8693356953055802,0.9935214803417419,0.8973777566470396,0.9084536420244091,0.8147282796815507,0.9896983075791023,0.8524026165093591,0.8888920404984455,69.26488494873047
1024,20,0.0,0,2,4,8,0.01,42,0.4,0.8841665151790583,0.9846944973073652,0.9073238070365258,0.9084536420244091,0.8313651816067275,0.9768737517081888,0.8635212674518549,0.8888920404984455,69.26488494873047
1024,20,0.0,0,2,4,8,0.01,42,0.5,0.9002893975269666,0.969915374336964,0.9167416138846898,0.9084536420244091,0.8512304250559284,0.9599495427309996,0.8760342470681344,0.8888920404984455,69.26488494873047
1024,20,0.0,0,2,4,8,0.01,42,0.6,0.9185094829621469,0.945175527391991,0.9250339313843016,0.9084536420244091,0.8737940539476274,0.9330389992641648,0.8878885637832296,0.8888920404984455,69.26488494873047
1024,20,0.0,0,2,4,8,0.01,42,0.7,0.9383037740606875,0.903996436814188,0.9294851112105663,0.9084536420244091,0.8960059485872105,0.8866813833701251,0.893656469341809,0.8888920404984455,69.26488494873047
1024,20,0.0,0,2,4,8,0.01,42,0.8,0.9567180155442826,0.832368303842572,0.9222728190403553,0.9084536420244091,0.9227564865508212,0.8149900136655104,0.8932284916040207,0.8888920404984455,69.26488494873047
1024,20,0.0,0,2,5,8,0.01,42,0.3,0.8700971700120576,0.9934404988460137,0.8979696406840454,0.9111713525503664,0.8135534618376696,0.9893829496478503,0.8513794663048394,0.8881237043519723,65.27227425575256
1024,20,0.0,0,2,5,8,0.01,42,0.4,0.8847105033459413,0.9849779325424141,0.9078135933199609,0.9111713525503664,0.8314405794509523,0.9773993482602754,0.8636849194185128,0.8881237043519723,65.27227425575256
1024,20,0.0,0,2,5,8,0.01,42,0.5,0.9013041680760702,0.971008624529295,0.9177749287204119,0.9111713525503664,0.8508117186042172,0.9585829916955745,0.8754169966640266,0.8881237043519723,65.27227425575256
1024,20,0.0,0,2,5,8,0.01,42,0.6,0.9197385003150599,0.9456209256184962,0.9260753620889635,0.9111713525503664,0.873178416699488,0.9321980447808262,0.8872214301793352,0.8881237043519723,65.27227425575256
